,基金代码,基金简称
831,001125,博时互联网主题灵活配置混合
832,001126,上投摩根卓越制造股票
833,001127,中银宏观策略混合
834,001128,宝盈新兴产业混合A
835,001133,广发中证全指可选消费联接A
836,001134,广发天天利货币E
837,001135,益民品质升级混合
838,001136,易方达裕如混合
839,001139,华安新动力灵活配置混合
840,001140,工银总回报灵活配置混合A
841,001141,泰达宏利创盈混合A
842,001142,泰达宏利创盈混合B
843,001143,华商量化进取混合
844,001144,大成互联网思维混合
845,001146,中欧瑾源灵活配置混合A
846,001147,中欧瑾源灵活配置混合C
847,001148,申万菱信多策略灵活配置混合A
848,001149,汇丰晋信恒生龙头指数C
849,001150,融通互联网传媒灵活配置混合
850,001151,融通互联网传媒灵活配置混合(后端)
851,001152,融通新区域新经济灵活配置混合
852,001153,融通新区域新经济灵活配置混合(后端)
853,001154,北信瑞丰平安中国
854,001156,申万菱信新能源汽车混合
855,001157,国联安睿祺灵活配置混合
856,001158,工银新材料新能源股票
857,001162,前海开源优势蓝筹股票A
858,001163,银华中国梦30股票
859,001164,中欧琪和灵活配置混合A
860,001165,中欧琪和灵活配置混合C
861,001166,建信环保产业股票
862,001167,金鹰科技创新股票
863,001170,泰达宏利复兴混合
864,001171,工银养老产业股票A
865,001172,鹏华弘泽混合A
866,001173,中欧瑾和灵活配置混合A
867,001174,中欧瑾和灵活配置混合C
868,001175,山证日日添利货币A
869,001176,山证日日添利货币B
870,001177,山证日日添利货币C
871,001178,前海开源再融资股票
872,001179,德邦大健康灵活配置混合
873,001180,广发医药卫生联接A
874,001181,南方改革机遇
875,001182,易方达安心回馈混合
876,001183,南方利淘A
877,001184,易方达新常态灵活配置混合
878,001185,安信动态策略混合A
879,001186,富国文体健康股票A
880,001187,富国文体健康股票A(后端)
881,001188,鹏华改革红利股票
882,001189,广发聚宝混合A
883,001190,鹏华弘润混合A
884,001191,鹏华弘润混合C
885,001192,上投摩根整合驱动混合
886,001193,中金消费升级
887,001194,景顺长城稳健回报混合A
888,001195,工银农业产业股票
889,001196,东方鼎新灵活配置混合A
890,001197,长盛转型升级主题灵活配置混合
891,001198,东方惠新灵活配置混合A
892,001199,创金合信聚利债券A
893,001200,创金合信聚利债券C
894,001201,申万菱信安鑫回报混合A
895,001202,东方红领先精选混合
896,001203,东方红稳健精选混合A
897,001204,东方红稳健精选混合C
898,001208,诺安低碳经济股票A
899,001209,前海开源一带一路混合A
900,001210,天弘互联网混合
901,001211,中欧滚钱宝货币A
902,001212,华润元大稳健债券A
903,001213,华润元大稳健债券C
904,001214,华泰柏瑞中证500ETF联接A
905,001215,博时沪港深优质企业基金A
906,001216,易方达新收益混合A
907,001217,易方达新收益混合C
908,001218,国投瑞银精选收益混合
909,001219,上投摩根动态多因子混合
910,001220,民生加银研究精选混合
911,001222,鹏华外延成长混合
912,001223,鹏华文化传媒娱乐股票
913,001224,中邮新思路灵活配置混合
914,001225,中邮趋势精选灵活配置混合
915,001226,中邮稳健添利灵活配置混合
916,001227,中邮信息产业灵活配置混合
917,001228,国联安鑫享灵活配置混合A
918,001229,德邦福鑫灵活配置混合A
919,001230,鹏华医药科技
920,001231,银华泰利灵活配置混合A
921,001232,嘉合货币A
922,001233,嘉合货币B
923,001234,国金众赢货币
924,001235,中银国有企业债A
925,001236,博时丝路主题股票A
926,001237,博时上证50ETF联接A
927,001239,长盛国企改革混合
928,001240,民生加银现金增利货币D
929,001241,国寿安保中证500ETF联接
930,001242,博时中证淘金大数据100A
931,001243,博时中证淘金大数据100I
932,001244,华泰柏瑞量化智慧混合A
933,001245,工银生态环境股票
934,001246,兴银长乐定开债
935,001247,华泰柏瑞新利混合A
936,001249,易方达新利灵活配置混合
937,001250,天弘新活力混合
938,001251,天弘现金管家货币D
939,001252,中海进取收益混合
940,001254,泰达宏利新起点混合A
941,001255,长城改革红利混合
942,001256,泓德优选成长混合
943,001257,兴业收益增强债券A
944,001258,兴业收益增强债券C
945,001261,中融新机遇混合
946,001264,银华恒利灵活配置混合A
947,001265,国泰兴益灵活配置混合A
948,001266,国投瑞银招财混合
949,001267,泰达宏利蓝筹混合
950,001268,富国国家安全主题混合A
951,001270,英大灵活配置混合型发起式A
952,001271,英大灵活配置混合型发起式B
953,001272,兴业聚利灵活配置混合
954,001273,民生加银新动力混合A
955,001274,民生加银新动力混合D
956,001275,中邮创新优势灵活配置混合
957,001276,建信新经济灵活配置混合
958,001277,博时国企改革股票
959,001278,前海开源清洁能源混合A
960,001279,中海积极增利混合
961,001280,银华聚利灵活配置混合A
962,001281,长安鑫利优选混合A
963,001282,华安新机遇灵活配置
964,001283,红塔红土盛金新动力混合A
965,001284,红塔红土盛金新动力混合C
966,001285,易方达新鑫混合I
967,001286,易方达新鑫混合E
968,001287,安信优势增长混合A
969,001289,银华汇利灵活配置混合A
970,001291,大摩量化多策略股票
971,001294,新华战略新兴产业灵活配置混合
972,001296,长城转型成长灵活配置混合
973,001297,平安智慧中国混合
974,001298,金鹰民族新兴混合
975,001299,兴业添利债券
976,001300,大成睿景灵活配置混合A
977,001301,大成睿景灵活配置混合C
978,001302,前海开源金银珠宝混合A
979,001303,银华稳利灵活配置混合A
980,001304,建信鑫安回报灵活配置混合
981,001305,九泰天富改革混合A
982,001306,中欧永裕混合A
983,001307,中欧永裕混合C
984,001308,博时外服货币
985,001309,东方红睿逸定期开放混合
986,001311,华安新回报灵活配置混合
987,001312,华安新优选灵活配置混合A
988,001313,上投摩根智慧互联股票
989,001314,易方达新益混合I
990,001315,易方达新益混合E
991,001316,安信稳健增值混合A
992,001318,东方新策略灵活配置混合A
993,001319,农银信息传媒股票
994,001320,工银丰盈回报灵活配置混合A
995,001322,东吴新趋势价值线混合
996,001323,东吴移动互联混合A
997,001324,华宝新价值混合
998,001325,鹏华弘和混合A
999,001326,鹏华弘和混合C
1000,001327,鹏华弘华混合A
1001,001328,鹏华弘华混合C
1002,001329,鹏华弘实混合A
1003,001330,鹏华弘实混合C
1004,001331,鹏华弘信混合A
1005,001332,鹏华弘信混合C
1006,001334,南方利鑫A
1007,001335,南方利众A
1008,001336,鹏华弘益混合A
1009,001337,鹏华弘益混合C
1010,001338,安信稳健增值混合C
1011,001339,兴银鼎新灵活配置混合
1012,001342,易方达新享混合A
1013,001343,易方达新享混合C
1014,001344,易方达沪深300医药联接A
1015,001345,富国新收益灵活配置混合A
1016,001347,富国新收益灵活配置混合C
1017,001349,富国改革动力混合
1018,001351,诺安中证500指数增强A
1019,001352,民生加银新战略混合A
1020,001355,广发聚泰混合A
1021,001356,广发聚泰混合C
1022,001357,泓德泓富混合A
1023,001358,宝盈祥泰混合A
1024,001359,国联安添鑫灵活配置混合A
1025,001361,景顺中证科技传媒通信150ETF联接
1026,001362,景顺长城领先回报混合A
1027,001363,长城久惠灵活配置混合
1028,001364,大成景润灵活配置混合
1029,001365,大成正向回报灵活配置混合
1030,001366,金鹰产业整合混合
1031,001367,德邦新添利债券A
1032,001368,兴业稳固收益一年理财债券
1033,001369,兴业稳固收益两年理财债券
1034,001370,中银新趋势混合
1035,001371,富国沪港深价值混合A
1036,001373,易方达新丝路灵活配置混合
1037,001374,华夏现金增利货币B
1038,001375,金元顺安优质精选混合C
1039,001376,泓德泓富混合C
1040,001379,景顺长城领先回报混合C
1041,001380,鹏华弘盛混合C
1042,001381,鹏华弘泽混合C
1043,001382,易方达国企改革混合
1044,001384,东方新思路混合A
1045,001385,东方新思路混合C
1046,001386,天弘弘运宝货币A
1047,001387,中融新经济混合A
1048,001388,中融新经济混合C
1049,001391,天弘弘运宝货币B
1050,001392,国富金融地产混合A
1051,001393,国富金融地产混合C
1052,001396,建信互联网+产业升级股票
1053,001397,建信精工制造指数增强
1054,001398,华泰柏瑞健康生活混合
1055,001399,安信鑫安得利混合A
1056,001400,安信鑫安得利混合C
1057,001401,德邦如意货币
1058,001402,信诚新选混合A
1059,001403,招商国企改革主题混合基金
1060,001404,招商移动互联网产业股票基金
1061,001405,东方红策略精选混合A
1062,001406,东方红策略精选混合C
1063,001407,景顺长城稳健回报混合C
1064,001409,工银互联网加股票
1065,001410,信达澳银新能源产业股票
1066,001411,诺安创新驱动混合A
1067,001412,德邦鑫星价值灵活配置混合A
1068,001413,中融鑫起点混合A
1069,001414,中融鑫起点混合C
1070,001415,信诚新锐混合A
1071,001416,嘉实事件驱动股票
1072,001417,汇添富医疗服务混合
1073,001418,泰达宏利创益混合A
1074,001419,泰达宏利新思路混合A
1075,001420,南方大数据300A
1076,001421,南方量化成长
1077,001422,景顺长城安享回报混合A
1078,001423,景顺长城安享回报混合C
1079,001424,博时新起点混合A
1080,001425,博时新起点混合C
1081,001426,南方大数据300C
1082,001427,招商丰泽混合A
1083,001428,工银瑞信灵活配置混合B
1084,001430,中邮乐享收益灵活配置混合
1085,001433,易方达瑞景混合
1086,001437,易方达瑞享混合I
1087,001438,易方达瑞享混合E
1088,001441,易方达瑞信混合I
1089,001442,易方达瑞信混合E
1090,001443,易方达瑞选灵活配置混合I
1091,001444,易方达瑞选灵活配置混合E
1092,001445,华安国企改革主题灵活配置混合
1093,001446,招商丰泽混合C
1094,001447,天弘惠利混合
1095,001448,华商双翼平衡混合
1096,001449,华商双驱优选混合
1097,001453,鹏华弘鑫混合A
1098,001454,鹏华弘鑫混合C
1099,001455,景顺长城中证500ETF联接
1100,001457,华商新常态混合
1101,001463,光大一带一路混合
1102,001464,光大鼎鑫混合A
1103,001466,华富永鑫灵活配置混合A
1104,001467,华富永鑫灵活配置混合C
1105,001468,广发改革混合
1106,001469,广发中证全指金融地产联接A
1107,001470,融通通鑫灵活配置混合
1108,001471,融通新能源灵活配置混合
1109,001472,融通新能源灵活配置混合(后端)
1110,001473,建信大安全战略精选股票
1111,001474,兴银丰盈灵活配置
1112,001475,易方达国防军工混合
1113,001476,中银智能制造股票A
1114,001477,泰康薪意保货币A
1115,001478,泰康薪意保货币B
1116,001479,中邮风格轮动灵活配置混合
1117,001480,财通成长优选混合
1118,001481,华宝标普油气上游股票美元A
1119,001482,上投摩根新兴服务股票
1120,001484,天弘新价值混合
1121,001485,华安添颐混合
1122,001487,宝盈优势产业混合A
1123,001488,万家瑞丰灵活配置混合A
1124,001489,万家瑞丰灵活配置混合C
1125,001490,汇添富国企创新股票
1126,001495,东方新价值混合A
1127,001496,工银聚焦30股票
1128,001497,大成月添利一个月滚动持有中短债E
1129,001498,建信鑫荣回报灵活配置混合
1130,001499,国投瑞银新增长混合A
1131,001500,泓德远见回报混合
1132,001503,南方利鑫C
1133,001504,南方利淘C
1134,001505,南方利众C
1135,001506,景顺长城泰和回报混合A
1136,001507,景顺长城泰和回报混合C
1137,001508,富国新动力灵活配置混合A
1138,001510,富国新动力灵活配置混合C
1139,001511,兴全新视野定开混合
1140,001512,易方达中债3-5年期国债指数
1141,001513,易方达信息产业混合
1142,001515,平安新鑫先锋C
1143,001516,大成安汇金融债E
1144,001518,万家瑞兴
1145,001520,国投瑞银研究精选股票
1146,001521,国寿安保成长优选股票
1147,001522,博时新策略灵活配置混合A
1148,001523,博时新策略灵活配置混合C
1149,001524,华泰柏瑞精选回报混合
1150,001526,鑫元安鑫宝货币A
1151,001527,鑫元安鑫宝货币B
1152,001528,诺安先进制造股票
1153,001529,天弘云商宝
1154,001530,万家瑞富灵活配置混合A
1155,001531,招商安益灵活配置混合
1156,001532,华安文体健康混合A
1157,001534,华宝万物互联混合
1158,001535,景顺长城改革机遇灵活配置A
1159,001536,南方君选
1160,001537,中加改革红利混合
1161,001538,上投摩根科技前沿灵活配置混合
1162,001539,嘉实中证金融地产ETF联接A
1163,001540,浙商汇金转型驱动
1164,001541,汇添富民营新动力股票
1165,001542,国泰互联网+股票
1166,001543,宝盈新锐混合A
